"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Current Station Operator","NAV Canada"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-02-01","2018","02","01","","4.7","","-11.4","","-3.4","","21.4","","0.0","","0.0","","0.2","","0.2","","11","","28","","65",""
"2018-02-02","2018","02","02","","-8.2","","-20.2","","-14.2","","32.2","","0.0","","0.0","","0.0","","0.0","","11","","30","","44",""
"2018-02-03","2018","02","03","","-6.0","","-22.0","","-14.0","","32.0","","0.0","","0.0","","1.0","","1.0","","11","","15","","33",""
"2018-02-04","2018","02","04","","-0.1","","-6.7","","-3.4","","21.4","","0.0","","0.0","","12.0","","12.0","","14","","16","","44",""
"2018-02-05","2018","02","05","","-1.1","","-12.9","","-7.0","","25.0","","0.0","","0.0","","1.4","","1.4","","16","","27","","52",""
"2018-02-06","2018","02","06","","-4.8","","-13.7","","-9.3","","27.3","","0.0","","0.0","","1.2","","1.0","","16","","22","","37",""
"2018-02-07","2018","02","07","","-9.9","","-16.5","","-13.2","","31.2","","0.0","","0.0","","14.8","","12.6","","16","","3","","35",""
"2018-02-08","2018","02","08","","-7.7","","-20.1","","-13.9","","31.9","","0.0","","0.0","","0.2","","0.2","","22","","24","","33",""
"2018-02-09","2018","02","09","","-6.0","","-15.6","","-10.8","","28.8","","0.0","","0.0","","0.6","","0.6","","22","","23","","30",""
"2018-02-10","2018","02","10","","-5.0","","-9.1","","-7.1","","25.1","","0.0","","0.0","","8.4","","7.6","","21","","","","<31",""
"2018-02-11","2018","02","11","","1.5","","-8.2","","-3.4","","21.4","","0.0","","2.8","","0.0","T","2.8","","30","","24","","56",""
"2018-02-12","2018","02","12","","-2.7","","-14.2","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","29","","26","","52",""
"2018-02-13","2018","02","13","","-6.0","","-19.5","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","29","","","","<31",""
"2018-02-14","2018","02","14","","3.6","","-12.5","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","29","","23","","52",""
"2018-02-15","2018","02","15","","5.2","","-6.3","","-0.6","","18.6","","0.0","","1.0","","0.0","","1.0","","25","","23","","52",""
"2018-02-16","2018","02","16","","3.4","","-11.7","","-4.2","","22.2","","0.0","","0.4","","9.0","","9.4","","14","","29","","33",""
"2018-02-17","2018","02","17","","-2.6","","-16.1","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","20","","","","<31",""
"2018-02-18","2018","02","18","","2.2","","-7.2","","-2.5","","20.5","","0.0","","0.0","T","0.0","","0.0","T","17","","27","","33",""
"2018-02-19","2018","02","19","","5.9","","-3.0","","1.5","","16.5","","0.0","","1.6","","0.0","","1.6","","16","","14","","39",""
"2018-02-20","2018","02","20","","2.3","","0.4","","1.4","","16.6","","0.0","","15.2","","0.0","","15.2","","11","","4","","33",""
"2018-02-21","2018","02","21","","8.3","","-3.2","","2.6","","15.4","","0.0","","2.0","","0.0","","2.0","","8","","28","","50",""
"2018-02-22","2018","02","22","","-3.0","","-8.1","","-5.6","","23.6","","0.0","","0.0","T","0.0","","0.0","T","4","","","","<31",""
"2018-02-23","2018","02","23","","2.5","","-8.8","","-3.2","","21.2","","0.0","","4.0","","0.2","","4.2","","4","","14","","46",""
"2018-02-24","2018","02","24","","3.1","","-4.7","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","3","","26","","43",""
"2018-02-25","2018","02","25","","4.5","","-3.5","","0.5","","17.5","","0.0","","2.2","","4.2","","6.4","","3","","15","","63",""
"2018-02-26","2018","02","26","","4.5","","-2.1","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","3","","25","","57",""
"2018-02-27","2018","02","27","","7.3","","-3.8","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","2","","23","","43",""
"2018-02-28","2018","02","28","","7.5","","0.5","","4.0","","14.0","","0.0","","0.2","","0.0","","0.2","","1","","4","","43",""
"2018-03-01","2018","03","01","","2.5","","-1.3","","0.6","","17.4","","0.0","","0.0","T","0.0","","0.0","T","0","T","3","","48",""
"2018-03-02","2018","03","02","","1.5","","-2.2","","-0.4","","18.4","","0.0","","1.0","","0.4","","1.4","","0","T","4","","63",""
"2018-03-03","2018","03","03","","5.6","","-1.7","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","0","T","5","","35",""
"2018-03-04","2018","03","04","","2.7","","-1.0","","0.9","","17.1","","0.0","","0.0","","2.6","","2.6","","0","T","0","","35",""
"2018-03-05","2018","03","05","","2.3","","-1.6","","0.4","","17.6","","0.0","","0.0","","0.2","","0.2","","2","","4","","41",""
"2018-03-06","2018","03","06","","1.9","","-3.4","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","T","4","","39",""
"2018-03-07","2018","03","07","","1.2","","-2.5","","-0.7","","18.7","","0.0","","0.8","","0.2","","1.0","","0","T","8","","41",""
"2018-03-08","2018","03","08","","-1.0","","-2.3","","-1.7","","19.7","","0.0","","0.0","","5.4","","5.4","","1","","3","","46",""
"2018-03-09","2018","03","09","","1.4","","-3.8","","-1.2","","19.2","","0.0","","0.0","","0.8","","0.8","","4","","","","<31",""
"2018-03-10","2018","03","10","","1.6","","-5.1","","-1.8","","19.8","","0.0","","0.0","","3.0","","3.0","","3","","28","","50",""
"2018-03-11","2018","03","11","","2.2","","-2.1","","0.1","","17.9","","0.0","","0.0","","0.4","","0.4","","5","","23","","35",""
"2018-03-12","2018","03","12","","3.7","","-1.9","","0.9","","17.1","","0.0","","0.0","","0.2","","0.2","","0","T","4","","32",""
"2018-03-13","2018","03","13","","1.7","","-1.1","","0.3","","17.7","","0.0","","0.0","","10.4","","10.4","","2","","4","","48",""
"2018-03-14","2018","03","14","","1.3","","-0.7","","0.3","","17.7","","0.0","","0.0","","11.2","","11.2","","13","","1","","41",""
"2018-03-15","2018","03","15","","3.1","","-3.0","","0.1","","17.9","","0.0","","0.0","","2.2","","2.2","","17","","28","","56",""
"2018-03-16","2018","03","16","","-3.1","","-10.0","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","15","","27","","56",""
"2018-03-17","2018","03","17","","-7.4","","-12.9","","-10.2","","28.2","","0.0","","0.0","","0.0","T","0.0","T","13","","33","","56",""
"2018-03-18","2018","03","18","","-6.1","","-15.9","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","10","","23","","35",""
"2018-03-19","2018","03","19","","-3.8","","-13.5","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","9","","24","","41",""
"2018-03-20","2018","03","20","","-2.1","","-13.5","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2018-03-21","2018","03","21","","1.5","","-10.2","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","9","","2","","35",""
"2018-03-22","2018","03","22","","5.5","","-3.2","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","8","","3","","39",""
"2018-03-23","2018","03","23","","4.8","","-4.6","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","4","","1","","39",""
"2018-03-24","2018","03","24","","0.2","","-4.1","","-2.0","","20.0","","0.0","","0.0","","0.4","","0.4","","2","","34","","35",""
"2018-03-25","2018","03","25","","4.4","","-3.5","","0.5","","17.5","","0.0","","0.0","T","0.0","","0.0","T","2","","4","","44",""
"2018-03-26","2018","03","26","","7.0","","-4.7","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","1","","12","","32",""
"2018-03-27","2018","03","27","","7.8","","-4.8","","1.5","","16.5","","0.0","","0.8","","0.0","","0.8","","","","12","","48",""
"2018-03-28","2018","03","28","","6.8","","1.5","","4.2","","13.8","","0.0","","1.4","","0.0","","1.4","","","","","","<31",""
"2018-03-29","2018","03","29","","10.2","","2.2","","6.2","","11.8","","0.0","","10.4","","0.0","","10.4","","","","5","","30",""
"2018-03-30","2018","03","30","","8.5","","-0.6","","4.0","","14.0","","0.0","","3.0","","0.0","","3.0","","","","29","","48",""
"2018-03-31","2018","03","31","","8.5","","-3.2","","2.7","","15.3","","0.0","","0.4","","0.0","","0.4","","","","22","","56",""
"2018-04-01","2018","04","01","","6.7","","-1.6","","2.6","","15.4","","0.0","","1.0","","0.0","T","1.0","","","","27","","70",""
"2018-04-02","2018","04","02","","5.1","","-2.8","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","24","","43",""
"2018-04-03","2018","04","03","","7.2","","0.1","","3.7","","14.3","","0.0","","0.6","","1.6","","2.2","","1","","3","","37",""
"2018-04-04","2018","04","04","","7.4","","-7.5","","-0.1","","18.1","","0.0","","20.0","","4.4","","24.4","","1","","22","","89",""
"2018-04-05","2018","04","05","","-2.9","","-9.9","","-6.4","","24.4","","0.0","","0.0","T","0.0","","0.0","T","","","26","","72",""
"2018-04-06","2018","04","06","","4.7","","-4.4","","0.2","","17.8","","0.0","","0.0","","0.8","","0.8","","0","T","17","","44",""
"2018-04-07","2018","04","07","","3.1","","-4.2","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","24","","74",""
"2018-04-08","2018","04","08","","1.7","","-4.8","","-1.6","","19.6","","0.0","","0.0","","0.0","T","0.0","T","","","28","","43",""
"2018-04-09","2018","04","09","","1.5","","-7.5","","-3.0","","21.0","","0.0","","0.0","T","0.0","","0.0","T","","","24","","39",""
"2018-04-10","2018","04","10","","3.9","","-3.1","","0.4","","17.6","","0.0","","0.0","","0.0","T","0.0","T","","","27","","32",""
"2018-04-11","2018","04","11","","7.3","","-2.0","","2.7","","15.3","","0.0","","0.2","","0.0","","0.2","","","","24","","44",""
"2018-04-12","2018","04","12","","9.8","","0.6","","5.2","","12.8","","0.0","","6.6","","0.0","","6.6","","","","16","","43",""
"2018-04-13","2018","04","13","","9.2","","3.2","","6.2","","11.8","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2018-04-14","2018","04","14","","5.6","","-4.1","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","3","","52",""
"2018-04-15","2018","04","15","","0.2","","-5.5","","-2.7","","20.7","","0.0","","2.2","","0.2","","2.4","","0","T","5","","56",""
"2018-04-16","2018","04","16","","3.7","","-0.9","","1.4","","16.6","","0.0","","15.4","","0.0","T","15.4","","0","T","6","","63",""
"2018-04-17","2018","04","17","","3.4","","-0.1","","1.7","","16.3","","0.0","","1.4","","0.4","","1.8","","0","T","24","","50",""
"2018-04-18","2018","04","18","","7.1","","-0.1","","3.5","","14.5","","0.0","","0.2","","0.6","","0.8","","1","","23","","54",""
"2018-04-19","2018","04","19","","4.9","","-0.4","","2.3","","15.7","","0.0","","0.4","","0.0","T","0.4","","","","33","","46",""
"2018-04-20","2018","04","20","","8.6","","0.8","","4.7","","13.3","","0.0","","0.0","","0.0","T","0.0","T","","","29","","46",""
"2018-04-21","2018","04","21","","12.1","","0.2","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","26","","44",""
"2018-04-22","2018","04","22","","14.4","","-0.4","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","31","","33",""
"2018-04-23","2018","04","23","","18.1","","-0.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-04-24","2018","04","24","","22.1","","4.0","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","21","","35",""
"2018-04-25","2018","04","25","","14.8","","10.2","","12.5","","5.5","","0.0","","18.2","","0.0","","18.2","","","","12","","33",""
"2018-04-26","2018","04","26","","11.8","","6.7","","9.3","","8.7","","0.0","","6.6","","0.0","","6.6","","","","24","","46",""
"2018-04-27","2018","04","27","","14.4","","4.2","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-04-28","2018","04","28","","14.5","","6.9","","10.7","","7.3","","0.0","","1.0","","0.0","","1.0","","","","20","","37",""
"2018-04-29","2018","04","29","","8.1","","5.0","","6.6","","11.4","","0.0","","14.0","","0.0","","14.0","","","","","","<31",""
"2018-04-30","2018","04","30","","10.1","","6.0","","8.1","","9.9","","0.0","","11.4","","0.0","","11.4","","","","4","","43",""
"2018-05-01","2018","05","01","","17.4","","6.9","","12.2","","5.8","","0.0","","0.0","T","0.0","","0.0","T","","","21","","32",""
"2018-05-02","2018","05","02","","25.6","","10.7","","18.2","","0.0","","0.2","","0.2","","0.0","","0.2","","","","23","","67",""
"2018-05-03","2018","05","03","","17.9","","11.8","","14.9","","3.1","","0.0","","13.2","","0.0","","13.2","","","","","","<31",""
"2018-05-04","2018","05","04","","18.7","","7.9","","13.3","","4.7","","0.0","","5.2","","0.0","","5.2","","","","23","","117",""
"2018-05-05","2018","05","05","","19.6","","6.8","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","27","","67",""
"2018-05-06","2018","05","06","","19.0","","9.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","3","","41",""
"2018-05-07","2018","05","07","","14.5","","4.8","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","3","","44",""
"2018-05-08","2018","05","08","","21.5","","6.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","23","","35",""
"2018-05-09","2018","05","09","","26.5","","9.5","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","16","","46",""
"2018-05-10","2018","05","10","","21.6","","7.2","","14.4","","3.6","","0.0","","0.4","","0.0","","0.4","","","","23","","70",""
"2018-05-11","2018","05","11","","12.1","","2.9","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","32","","43",""
"2018-05-12","2018","05","12","","17.5","","3.8","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-05-13","2018","05","13","","22.0","","4.8","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","21","","30",""
"2018-05-14","2018","05","14","","24.7","","11.6","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","22","","48",""
"2018-05-15","2018","05","15","","20.4","","7.0","","13.7","","4.3","","0.0","","1.2","","0.0","","1.2","","","","30","","43",""
"2018-05-16","2018","05","16","","22.5","","3.6","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","24","","39",""
"2018-05-17","2018","05","17","","18.9","","7.8","","13.4","","4.6","","0.0","","0.0","T","0.0","","0.0","T","","","3","","41",""
"2018-05-18","2018","05","18","","16.6","","3.6","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","6","","32",""
"2018-05-19","2018","05","19","","20.2","","5.5","","12.9","","5.1","","0.0","","5.8","","0.0","","5.8","","","","16","","61",""
"2018-05-20","2018","05","20","","20.4","","10.4","","15.4","","2.6","","0.0","","9.2","","0.0","","9.2","","","","27","","35",""
"2018-05-21","2018","05","21","","25.1","","7.8","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","27","","48",""
"2018-05-22","2018","05","22","","22.5","","10.9","","16.7","","1.3","","0.0","","2.6","","0.0","","2.6","","","","23","","39",""
"2018-05-23","2018","05","23","","24.1","","11.1","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","29","","57",""
"2018-05-24","2018","05","24","","23.3","","12.0","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","22","","39",""
"2018-05-25","2018","05","25","","26.3","","17.0","","21.7","","0.0","","3.7","","0.6","","0.0","","0.6","","","","24","","57",""
"2018-05-26","2018","05","26","","23.1","","13.5","","18.3","","0.0","","0.3","","7.8","","0.0","","7.8","","","","28","","33",""
"2018-05-27","2018","05","27","","19.4","","12.2","","15.8","","2.2","","0.0","","0.4","","0.0","","0.4","","","","15","","50",""
"2018-05-28","2018","05","28","","21.1","","13.4","","17.3","","0.7","","0.0","","2.0","","0.0","","2.0","","","","","","<31",""
"2018-05-29","2018","05","29","","25.3","","13.4","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","1","","30",""
"2018-05-30","2018","05","30","","29.6","","10.5","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","11","","30",""
"2018-05-31","2018","05","31","","30.2","","19.3","","24.8","","0.0","","6.8","","0.4","","0.0","","0.4","","","","15","","33",""
"2018-06-01","2018","06","01","","29.5","","18.6","","24.1","","0.0","","6.1","","0.0","T","0.0","","0.0","T","","","1","","52",""
"2018-06-02","2018","06","02","","24.7","","14.7","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","1","","46",""
"2018-06-03","2018","06","03","","25.0","","11.1","","18.1","","0.0","","0.1","","5.0","","0.0","","5.0","","","","15","","54",""
"2018-06-04","2018","06","04","","15.9","","8.4","","12.2","","5.8","","0.0","","23.0","","0.0","","23.0","","","","15","","54",""
"2018-06-05","2018","06","05","","15.4","","10.7","","13.1","","4.9","","0.0","","0.6","","0.0","","0.6","","","","23","","39",""
"2018-06-06","2018","06","06","","17.3","","11.0","","14.2","","3.8","","0.0","","0.0","T","0.0","","0.0","T","","","4","","32",""
"2018-06-07","2018","06","07","","21.4","","12.9","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","23","","46",""
"2018-06-08","2018","06","08","","22.1","","13.7","","17.9","","0.1","","0.0","","0.0","T","0.0","","0.0","T","","","24","","33",""
"2018-06-09","2018","06","09","","23.3","","11.9","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","25","","52",""
"2018-06-10","2018","06","10","","20.1","","8.6","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","3","","30",""
"2018-06-11","2018","06","11","","22.6","","8.7","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","2","","30",""
"2018-06-12","2018","06","12","","27.6","","11.0","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","23","","57",""
"2018-06-13","2018","06","13","","25.2","","16.9","","21.1","","0.0","","3.1","","4.6","","0.0","","4.6","","","","22","","50",""
"2018-06-14","2018","06","14","","16.9","","12.2","","14.6","","3.4","","0.0","","10.4","","0.0","","10.4","","","","23","","50",""
"2018-06-15","2018","06","15","","25.3","","11.0","","18.2","","0.0","","0.2","","0.2","","0.0","","0.2","","","","24","","41",""
"2018-06-16","2018","06","16","","27.8","","14.6","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","28","","33",""
"2018-06-17","2018","06","17","","28.8","","16.8","","22.8","","0.0","","4.8","","0.8","","0.0","","0.8","","","","21","","33",""
"2018-06-18","2018","06","18","","29.3","","18.1","","23.7","","0.0","","5.7","","19.0","","0.0","","19.0","","","","26","","48",""
"2018-06-19","2018","06","19","","24.5","","14.1","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","32","","46",""
"2018-06-20","2018","06","20","","25.7","","13.6","","19.7","","0.0","","1.7","","0.8","","0.0","","0.8","","","","21","","44",""
"2018-06-21","2018","06","21","","20.6","","12.5","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","3","","41",""
"2018-06-22","2018","06","22","","25.4","","11.0","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-06-23","2018","06","23","","22.1","","15.0","","18.6","","0.0","","0.6","","4.0","","0.0","","4.0","","","","14","","39",""
"2018-06-24","2018","06","24","","23.7","","13.3","","18.5","","0.0","","0.5","","5.4","","0.0","","5.4","","","","2","","56",""
"2018-06-25","2018","06","25","","22.9","","12.2","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","29","","44",""
"2018-06-26","2018","06","26","","23.9","","9.9","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","20","","32",""
"2018-06-27","2018","06","27","","27.2","","15.2","","21.2","","0.0","","3.2","","2.2","","0.0","","2.2","","","","14","","37",""
"2018-06-28","2018","06","28","","22.9","","16.8","","19.9","","0.0","","1.9","","0.2","","0.0","","0.2","","","","","","<31",""
"2018-06-29","2018","06","29","","31.1","","18.6","","24.9","","0.0","","6.9","","0.0","","0.0","","0.0","","","","27","","43",""
"2018-06-30","2018","06","30","","31.7","","22.4","","27.1","","0.0","","9.1","","5.8","","0.0","","5.8","","","","23","","46",""
"2018-07-01","2018","07","01","","33.9","","22.8","","28.4","","0.0","","10.4","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-07-02","2018","07","02","","35.3","","22.8","","29.1","","0.0","","11.1","","0.0","","0.0","","0.0","","","","30","","46",""
"2018-07-03","2018","07","03","","32.6","","21.9","","27.3","","0.0","","9.3","","0.0","","0.0","","0.0","","","","25","","39",""
"2018-07-04","2018","07","04","","34.2","","20.1","","27.2","","0.0","","9.2","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-07-05","2018","07","05","","34.4","","22.8","","28.6","","0.0","","10.6","","0.0","T","0.0","","0.0","T","","","23","","44",""
"2018-07-06","2018","07","06","","24.0","E","19.8","E","21.9","E","0.0","E","3.9","E","","M","","M","","M","","","","","<31",""
"2018-07-07","2018","07","07","","27.9","","13.2","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","26","","39",""
"2018-07-08","2018","07","08","","29.3","","17.5","","23.4","","0.0","","5.4","","0.0","","0.0","","0.0","","","","22","","54",""
"2018-07-09","2018","07","09","","31.9","","18.3","","25.1","","0.0","","7.1","","0.0","","0.0","","0.0","","","","22","","50",""
"2018-07-10","2018","07","10","","30.2","","18.4","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","29","","44",""
