code,name,latitude,longitude
6101,Métro Villa-Maria (Décarie / de Monkland),45.479483,-73.61979
6377,Grand Trunk / Hibernia,45.47968,-73.56385
7070,Bourgeoys / Favard,45.47993042065731,-73.55592101812363
6406,Marché Atwater,45.48020822800015,-73.57759863138199
6414,Laporte / St-Antoine,45.48050798452431,-73.58660951256752
7053,Ropery / Augustin-Cantin,45.48091406771754,-73.56846034526825
7055,Greene / Workman,45.48118440698601,-73.5793487727642
6350,Island / Centre,45.48149081388884,-73.56475353240967
6435,Victoria Hall,45.4816,-73.6
6405,Duvernay / Charlevoix,45.48203995,-73.57486278
6029,Bel Air / St-Antoine,45.482779,-73.58452544
6433,Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753
7052,Shearer / Centre,45.483005619293046,-73.56218665838242
6407,Charlevoix / Lionel-Groulx,45.48392802,-73.57731164
6921,Augustin-Cantin / Shearer,45.48401829,-73.5634366
6420,Trans Island / Queen-Mary,45.484489,-73.628834
6727,de Montmorency / Richardson,45.48489566038642,-73.56011867523193
6403,Georges-Vanier / Notre-Dame,45.485047979822774,-73.5719633102417
6404,Quesnel / Vinet,45.485889,-73.577514
6409,Lionel-Groulx / George-Vanier,45.48621939184824,-73.5737469792366
6436,Côte St-Antoine / Clarke,45.48645209646392,-73.59523415565491
6741,Notre-Dame / Chatham,45.48691857455084,-73.56942862272263
6432,de Maisonneuve / Greene,45.48697062,-73.58929306
7068,Basin / Richmond,45.48760116378806,-73.56518536806107
6401,des Seigneurs / Workman,45.48799111065998,-73.56963247060776
6194,Tupper / Atwater,45.48887733846146,-73.58353704214096
6408,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656
7050,Ottawa / William,45.48954486106131,-73.56413930654526
6084,Lambert-Closse / Tupper,45.489609,-73.582445
6088,Guy / Notre-Dame,45.489951,-73.567091
7049,Ottawa / St-Thomas,45.490873602424855,-73.56238916516304
6093,Atwater / Sherbrooke,45.4912258547597,-73.58763009309769
7076,Tupper / du Fort,45.49122961531575,-73.58078241348267
7081,Lincoln / Lambert Closse,45.49138379789788,-73.5860127210617
6419,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649
6091,Joseph-Manceau / René-Lévesque,45.491686521008035,-73.57676714658737
6095,Chomedey / de Maisonneuve,45.491800276787224,-73.58400642871855
6097,Towers / Ste-Catherine,45.492504,-73.581088
6748,Young / Wellington,45.49282530947313,-73.55797827243805
6087,Notre-Dame / de la Montagne,45.49302901258371,-73.56481790542603
6102,Lincoln / du Fort,45.493034,-73.583836
6096,Lucien L'Allier / St-Jacques,45.49356916133978,-73.56857568025589
6086,Murray / William,45.4935955571179,-73.56196403503418
6107,St-Mathieu /Ste-Catherine,45.493718,-73.579186
7047,Muray / Notre-Dame,45.493985695906844,-73.56327943525685
6743,St-Marc / Sherbrooke,45.494514,-73.583368
6717,de Kent / Victoria,45.494805,-73.638772
6090,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),45.49486,-73.57108
6085,Notre-Dame / Peel,45.4952,-73.56328
7071,St-Mathieu / Sherbrooke,45.495789104811756,-73.58259558677672
6159,Ann / William,45.495894391754916,-73.5600972175598
6092,Crescent / René-Lévesque,45.49606,-73.57348
6423,Hôpital général juif (de la Côte Ste-Catherine / Légaré),45.496302,-73.629822
6098,Bishop / Ste-Catherine,45.49642,-73.57616
6316,Gatineau / Swail,45.496457147256585,-73.62015455961227
6100,Mackay / de Maisonneuve,45.49659,-73.57851
6315,Métro Côte-des-Neiges (Lacombe / de la Côte-des-Neiges),45.4968505432976,-73.62331956624985
7062,Nazareth / William,45.49702385100359,-73.55922264978288
6049,Queen / Wellington,45.49759505413604,-73.55523705482483
6057,Peel / avenue des Canadiens de Montréal,45.497697,-73.568646
6048,Queen / Ottawa,45.4979738,-73.55614096
6052,de la Commune / King,45.4980302,-73.55266482
6099,Crescent / de Maisonneuve,45.49815109497532,-73.57760936021805
6062,Drummond / Ste-Catherine,45.49863930330429,-73.57422709465027
6050,de la Commune / McGill,45.4986731,-73.55256289
6046,Métro Bonaventure (de la Gauchetière / Mansfield),45.49871,-73.56671
6058,Cypress / Peel,45.49932551028458,-73.57176750898361
6063,Drummond / de Maisonneuve,45.49947,-73.57591
6065,de la Montagne / Sherbrooke,45.4996771,-73.57884854
6038,McGill / Place d'Youville,45.49975,-73.55566
6125,Ellendale / de la Côte-des-Neiges,45.499757,-73.629298
6928,Jean-Brillant / McKenna,45.500035,-73.618105
7079,Gauvin / Notre-Dame,45.50004272864201,-73.56041237711906
6060,Mansfield / René-Lévesque,45.50015,-73.56928
6005,Metcalfe / du Square Dorchester,45.50023354666628,-73.57112646102905
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507
6042,de la Gauchetière / Robert-Bourassa,45.50060578095098,-73.56544822454453
6041,St-Jacques / Gauvin,45.500674,-73.561082
6059,Metcalfe / Ste-Catherine,45.50068473942228,-73.57215642929077
6039,McGill / des Récollets,45.500779,-73.558826
7012,McKenna / Édouard-Montpetit,45.50119450775172,-73.62062528729439
6312,de Kent / de la Côte-des-Neiges,45.501302,-73.633161
6066,Mansfield / Ste-Catherine,45.5014018,-73.5718136
6072,Metcalfe / de Maisonneuve,45.50171494932855,-73.57413053512573
6061,Ste-Catherine / McGill College,45.50176,-73.57128
6037,St-Nicolas / Place d'Youville,45.50197437877896,-73.55515658855438
6043,Square Victoria,45.50206,-73.56295
6027,de Maisonneuve / Mansfield,45.5022921,-73.57325211
6053,Belmont / du Beaver Hall,45.502326,-73.565138
6738,Union / René-Lévesque,45.50235036136798,-73.56658279895781
6359,Parc Plage,45.502602268297935,-73.52750301361084
6040,St-Jacques / St-Pierre,45.50278649802565,-73.55913430452347
6068,Mansfield / Sherbrooke,45.50297,-73.57505
6424,du Président-Kennedy / McGill College,45.503063,-73.573986
6413,Cathcart / Union,45.503450096027684,-73.56840401887894
6067,de Maisonneuve / Robert-Bourassa,45.503475,-73.572103
6708,Place Jean-Paul Riopelle (Viger / de Bleury),45.50372673707354,-73.56170386075974
6745,Cathcart / Place Phillips,45.5038053903264,-73.56817871332169
6083,Square Phillips,45.50409488772675,-73.56869637966156
6036,de la Commune / St-Sulpice,45.50424245563397,-73.553469479084
7080,President-Kennedy / Robert Bourassa,45.504407470403315,-73.57254266738892
7014,Édouard-Montpetit (Université de Montréal),45.50450093352018,-73.61765205860138
6031,St-Antoine / St-François-Xavier,45.50454228987185,-73.55916380882263
6035,Viger / Jeanne Mance,45.50477726856594,-73.56118887662888
7069,Union / President-Kennedy,45.50499344809821,-73.57170313596725
6073,de Maisonneuve / Aylmer,45.50501,-73.57069
6081,St-Alexandre / Ste-Catherine,45.50537693,-73.5676195
6310,de Darlington / de la Côte-Ste-Catherine,45.505403247020155,-73.62116575241089
6240,Hudson / de Kent,45.505973,-73.629593
6032,Métro Place-d'Armes (Viger / St-Urbain),45.50623,-73.55976
7067,City Councillors / du President-Kennedy,45.50625103256782,-73.57139065861702
6502,Casino de Montréal,45.5063732,-73.52457672
6749,St-Jacques / St-Laurent,45.50642115207643,-73.55646550655365
6070,Milton / University,45.5064484,-73.57634872
7066,St-Urbain / de la Gauchetière,45.50707812811467,-73.56139540672302
6078,Métro Place-des-Arts (de Maisonneuve / de Bleury),45.50708,-73.56917
6025,Notre-Dame / St-Gabriel,45.50714391928411,-73.55511903762817
6927,Édouard-Montpetit / Stirling,45.50723,-73.615085
6026,de la Commune / Place Jacques-Cartier,45.50761009451047,-73.55183601379395
6047,University / Prince-Arthur,45.50766169576538,-73.57885992183583
6203,Hutchison / Sherbrooke,45.50781,-73.57208
6034,St-Urbain / René-Lévesque,45.5079,-73.563112
6204,Milton / Durocher,45.5081439,-73.57477158
6075,University / des Pins,45.508356,-73.580498
7033,Aylmer / Prince-Arthur,45.508566869474386,-73.57769787311554
6004,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.50918810659251,-73.55457991361618
6001,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),45.5093281424543,-73.55434656143188
6180,Place de la paix (Pl. du marché / St-Dominique),45.5096853,-73.56231675
6205,Milton / du Parc,45.50971,-73.57354
6079,Hutchison/ Prince-Arthur,45.509864,-73.576105
6366,Wilderton  / Van Horne,45.510042,-73.624835
6202,Ste-Famille / Sherbrooke,45.51007154847701,-73.57075229287146
6306,du Mont-Royal / Vincent-d'Indy,45.510086,-73.611429
6206,Prince-Arthur / du Parc,45.51059,-73.57547
6012,Métro St-Laurent (de Maisonneuve / St-Laurent),45.51066,-73.56497
6208,Hutchison / des Pins,45.51069,-73.57805
6023,de la Commune / Berri,45.51086,-73.54983
6003,Clark / Evans,45.51113228073946,-73.56790713965893
7037,Prince-Arthur / Ste-Famille,45.5116382139746,-73.57463479042053
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.51164009357107,-73.5621839761734
7001,Ste-Catherine / Ste-Élisabeth,45.51228321268213,-73.56182590126991
6209,Milton / Clark,45.51254135285248,-73.57067719101906
6218,Prince-Arthur / St-Urbain,45.512600559161406,-73.57374027371407
6008,Sanguinet / Ste-Catherine,45.512734,-73.5611406
6207,Ste-Famille / des Pins,45.51281294953485,-73.57701659202576
6411,Clark / Prince-Arthur,45.5133025720765,-73.57296109199524
6501,Métro Jean-Drapeau,45.51340900098092,-73.53355407714844
6013,Sanguinet / de Maisonneuve,45.513542213034626,-73.56287062168121
6109,Quai de la navette fluviale,45.513741443172,-73.53838205337523
7007,Gare Canora,45.513780237755576,-73.63246321678162
6901,Ste-Catherine / St-Denis,45.513833539883954,-73.56044590473175
6011,St-André / St-Antoine,45.51411452790017,-73.55264469981194
6305,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871
6014,St-Denis / de Maisonneuve,45.51439551451341,-73.56176555156708
7038,Clark / Guilbault,45.51440303253061,-73.57508204877377
6021,de l'Hôtel-de-Ville / Sherbrooke,45.514564669657595,-73.56840670108795
6020,Sanguinet / Ontario,45.514784,-73.565338
6215,St-Cuthbert / St-Urbain,45.51488700277475,-73.57827588915825
6303,Dunlop / Van Horne,45.514905,-73.619682
6216,Parc Jeanne Mance (monument à sir George-Étienne Cartier),45.51496,-73.58503
6009,Ste-Catherine / Labelle,45.51505175851694,-73.55922147631645
6212,Duluth / de l'Esplanade,45.515174563705855,-73.5810948908329
6015,Berri / de Maisonneuve,45.515299,-73.561273
6211,Roy / St-Laurent,45.515616239398405,-73.57580825686453
6304,Rockland / Lajoie,45.515617,-73.614991
6302,Stuart / de la Côte-Ste-Catherine,45.515634094300324,-73.60671132802963
6729,St-André / Ste-Catherine,45.516426545782224,-73.5581123828888
6903,Napoléon /  St-Dominique,45.51674014744136,-73.57770323753357
6104,Wolfe / René-Lévesque,45.51681750463149,-73.5541883111
6213,Duluth / St-Laurent,45.51687640567004,-73.57946008443832
6223,du Mont-Royal / du Parc,45.517,-73.589
6219,de l'Hôtel-de-Ville / Roy,45.51733310325783,-73.57443630695343
6214,Square St-Louis,45.51735,-73.56906
6181,Clark / Rachel,45.5173538,-73.58212888
6222,Jeanne Mance / du Mont-Royal,45.5176432,-73.5889283
6019,Berri / Sherbrooke,45.51792135435956,-73.56716752052306
7074,St-André / Robin,45.518128086513194,-73.56185138225555
7036,Hutchison / Edouard Charles,45.51826340169339,-73.59577462077141
6224,Villeneuve / du Parc,45.51829,-73.59235
6301,Parc Outremont (Bloomfield / Elmwood),45.518309446368,-73.60328614711761
7021,McEachran / Van Horne,45.51834130440452,-73.61664688243762
6248,St-Dominique / Rachel,45.518593,-73.581566
6018,St-André / Ontario,45.51889,-73.56353
6217,Vallières / St-Laurent,45.518977033594894,-73.58363156316045
6174,Roy / St-Denis,45.51908,-73.5727
6173,Berri / Cherrier,45.51908844137639,-73.56950908899307
6112,Montcalm / de Maisonneuve,45.519157,-73.55786
6220,Laval / Duluth,45.519216236873945,-73.57718020677567
6105,Plessis / René-Lévesque,45.51937252291976,-73.55195805430411
6221,du Mont-Royal / Clark,45.51941,-73.58685
6241,Hutchison / Fairmount,45.519505185182496,-73.59852924942969
6171,Wolfe / Robin,45.51958082831579,-73.5601159930229
6307,Laval / Rachel,45.52017845247635,-73.57942387461662
6225,Villeneuve / St-Urbain,45.520188,-73.590559
6246,Métro Outremont (Wiseman / Van Horne),45.52027053865367,-73.61484915018082
6175,St-André / Cherrier,45.52054115838411,-73.5677509009838
6179,Duluth / St-Denis,45.52060423232697,-73.57598394155502
6243,Bloomfield / Bernard,45.52068774,-73.6084279
6117,Robin / de la Visitation,45.520889767299096,-73.55922147631645
6017,du Square Ahmerst / Wolfe,45.52106924,-73.5637571
6227,de l'Esplanade / Laurier,45.521116220989526,-73.59478354454039
6106,Papineau / René-Lévesque,45.52114,-73.54926
6229,Coloniale / du Mont-Royal,45.5211613236904,-73.5856157541275
6196,Villeneuve / St-Laurent,45.52134173413233,-73.58941912651062
6182,de Bullion / du Mont-Royal,45.521484558655224,-73.58498007059097
6044,Roy / St-Christophe,45.521492075725334,-73.57047200202942
6193,de l'Esplanade / Fairmount,45.521495,-73.596758
6504,La Ronde,45.52156536710626,-73.53533238172531
6902,Beaudry / Ontario,45.521629790621084,-73.56234759092331
6113,Alexandre-DeSève / de Maisonneuve,45.5219,-73.55534
6230,Waverly / Fairmount,45.52210956205183,-73.59620042145252
6178,Rivard / Rachel,45.5222776,-73.5775906
7022,Durocher / Bernard,45.522317596602306,-73.60693126916885
7034,Clark / Laurier,45.522583736890226,-73.59358858375344
6245,Bloomfield / Van Horne,45.5225858,-73.61265779
6231,Jeanne-Mance / St-Viateur,45.52282093699329,-73.60129594802856
6183,Henri-Julien / du Mont-Royal,45.522847236474675,-73.58361225138651
7031,Berri / Rachel,45.5228780183634,-73.57749536633492
6146,du Parc-La Fontaine / Roy,45.52290738118557,-73.56836378574371
7072,Beaudry / Sherbrooke,45.52303459543551,-73.56540597975254
6176,St-André / Duluth,45.523171,-73.573431
7073,Logan / de Champlain,45.5231943285584,-73.55584256350994
6123,Alexandre-de-Sève / la Fontaine,45.52327641182773,-73.55821833014488
6177,St-Hubert / Rachel,45.5234013790077,-73.57645601034164
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199
6201,Villeneuve / de l'Hôtel-de-Ville,45.52354419830203,-73.58733236789703
6746,Métro Acadie (de l'Acadie / Beaumont),45.52357479400008,-73.62344294786453
6116,Plessis / Ontario,45.523584,-73.560941
5007,Métro Longueuil - Université de Sherbrooke,45.523854,-73.519677
6195,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464
6233,Bernard / Jeanne-Mance,45.5242864769531,-73.60497325658798
6280,Fairmount / St-Dominique,45.524504989237535,-73.59414249658585
6145,du Parc-La Fontaine / Duluth,45.524565651056875,-73.57207864522934
6926,Marie-Anne / St-Hubert,45.524634,-73.578755
6184,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255
6147,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545
6232,Hutchison / Van Horne,45.525021229212776,-73.61073732376099
6118,de Champlain / Ontario,45.52504753729988,-73.56003552675247
6199,Clark / St-Viateur,45.52516404439482,-73.59930574893951
6200,St-Dominique / Maguire,45.52517749913384,-73.59544605016708
6187,Resther / du Mont-Royal,45.52562819123256,-73.58177483081818
6094,de Gaspé / Fairmount,45.525669,-73.593016
6188,Mentana / Marie-Anne,45.526026565221414,-73.57785880565643
7077,Fullum / Jean Langlois,45.52612803739037,-73.54600220918655
6111,Parthenais / Ste-Catherine,45.52620038317685,-73.54926645755768
6752,Hutchison / Beaubien,45.5262464,-73.61374676
7032,Drolet / Laurier,45.526251876092516,-73.58975838928018
6235,St-Dominique / St-Viateur,45.52654331973003,-73.59823286533356
7024,Berri / Gilford,45.5265658689096,-73.58542799949646
6728,Champagneur / Jean-Talon,45.52679805446713,-73.62421274185179
6334,d'Outremont / Ogilvy,45.52684538403074,-73.62666830420494
6143,Rachel / de Brébeuf,45.52689,-73.57264
6119,Dorion / Ontario,45.52697,-73.558021
6234,Bernard / Clark,45.52697,-73.60261
6190,Pontiac / Gilford,45.527009334270645,-73.58576595783234
7026,Maguire / Henri-Julien,45.527041096087785,-73.59347056655677
6148,Émile-Duployé / Sherbrooke,45.52729,-73.56463
6228,Waverly / Van Horne,45.527363,-73.607723
6169,Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311
6136,Métro Laurier (Rivard / Laurier),45.52761627,-73.5891147
6281,Resther / St-Joseph,45.5277271,-73.58628362
7028,de Gaspé / St-Viateur,45.52774827884841,-73.59743893146515
6156,Marie-Anne / de la Roche,45.52775814390426,-73.57618510723114
6142,Calixa-Lavallée / Rachel,45.527794785525096,-73.57193917036057
6089,Henri-Julien / Carmel,45.527839413108,-73.59482109546661
7025,St-Dominique / Bernard,45.52793332015246,-73.60122251338906
6108,Logan / Fullum,45.528448693514136,-73.55108499526978
6157,de la Roche / du Mont-Royal,45.52875779392618,-73.57867956161499
6110,Poupart / Ste-Catherine,45.52903307037075,-73.54634821414948
6132,Larivière / de Lorimier,45.5291345371163,-73.55923354625702
6314,de Lanaudière / Marie-Anne,45.529219,-73.574777
7040,St-Urbain / Beaubien,45.52951033828327,-73.61067965626717
5003,Place Longueuil,45.52951221728282,-73.51769149303436
6186,St-André / Laurier,45.52955900967215,-73.5876018932322
6051,de Gaspé / Marmier,45.529686,-73.601728
6137,Gauthier / Papineau,45.52969260094507,-73.56740087270737
6198,Hélène-Baillargeon / St-Denis,45.52974,-73.59527
6140,Marquette / Rachel,45.5298015824607,-73.5702896118164
6192,Berri / St-Grégoire,45.529802,-73.591766
6129,de Bordeaux / Sherbrooke,45.52997069129102,-73.56305301189423
6271,Casgrain / de Bellechasse,45.529993,-73.604214
6170,de Mentana / Laurier,45.530046,-73.58677
6503,Métro Parc  (Ogilvy / Hutchison),45.53035130173597,-73.6243924498558
6747,Waverly / St-Zotique,45.53050525974957,-73.61470833420753
6122,Logan / d'Iberville,45.53057,-73.54913
6158,Gilford / de Brébeuf,45.53081622781595,-73.58162596821785
6168,Marmier / St-Denis,45.530871318676006,-73.59834551811218
6155,Garnier / du Mont-Royal,45.53092,-73.57674
6274,de la Roche / St-Joseph,45.531164,-73.583695
6338,Ball / Querbes,45.53120329140607,-73.63214671611786
6906,Métro Rosemont (Rosemont / de St-Vallier),45.53132719875296,-73.59788820147514
6191,St-Zotique / Clark,45.531401,-73.612674
6929,St-André / St-Grégoire,45.531411853692525,-73.59174862504005
6138,Gauthier / De Lorimier,45.531818,-73.565317
6711,Alexandra / Waverly,45.531938,-73.617842
6124,Poupart / Ontario,45.53193889278052,-73.55343863368034
6237,de Lanaudière / Gilford,45.53198492626314,-73.58067512512207
6126,Rouen / Fullum,45.53217,-73.55859
6024,Messier / Hochelaga,45.532227058311776,-73.56061805854551
6141,de Bordeaux / Rachel,45.53227,-73.56828
6247,St-Dominique / St-Zotique,45.53228145673193,-73.61099146306515
6154,Marquette / du Mont-Royal,45.53229,-73.57544
7042,Alexandra / Jean Talon,45.532330645908054,-73.62018674612045
6139,des Érables / Gauthier,45.53240768,-73.5647763
6915,Alma / Beaubien,45.53243586450861,-73.60665500164032
6165,de Brébeuf / Laurier,45.53248,-73.58507
6153,Cartier / Marie-Anne,45.532674,-73.571776
6164,Chambord / Laurier,45.532929543795944,-73.58415059745312
6160,Garnier / St-Joseph,45.5329774553515,-73.58122229576111
6252,Mozart / St-Laurent,45.53318,-73.61544
6913,Drolet / Beaubien,45.533348,-73.605834
6908,de Bellechasse / de St-Vallier,45.53334868400571,-73.60113568603992
7030,de Bordeaux / Marie-Anne,45.53340912723174,-73.57065707445145
6750,des Érables / Rachel,45.5334955551535,-73.56693148612976
6120,Ontario / du Havre,45.5336609,-73.5521968
5002,St-Charles / Montarville,45.533703286938504,-73.51528286933899
6131,Fullum / Sherbrooke ,45.533924,-73.562425
6166,de Brébeuf / St-Grégoire,45.5341,-73.58852
6907,Boyer / Rosemont,45.534136,-73.595478
6152,Chabot / du Mont-Royal,45.53418509490266,-73.57358872890472
6251,de Gaspé / Dante,45.534357948228354,-73.61223131418228
7078,Hochelaga / Chapleau,45.53445294687473,-73.55965197086334
6269,Bercy / Ontario,45.53455710466228,-73.5507497191429
7045,Casgrain / Mozart,45.53472725603326,-73.6147928237915
6311,Drolet / St-Zotique,45.53488214147823,-73.60941231250763
6121,Gascon / de Rouen,45.53513390280753,-73.55486422777176
6344,St-Dominique / Jean-Talon,45.535189,-73.617459
6128,Hogan / Ontario,45.535295480380306,-73.55116009712219
6163,Marquette / Laurier,45.53543,-73.5822
6912,de Chateaubriand / Beaubien,45.53550590629069,-73.60388159751892
6133,Terrasse Mercure / Fullum,45.535690028316374,-73.56592297554016
6161,Cartier / St-Joseph,45.53576,-73.57867
6385,de Bordeaux /Gilford,45.53611005443118,-73.5762870311737
6321,Gary Carter / St-Laurent,45.536152810858084,-73.62242102622986
6257,de St-Vallier / St-Zotique,45.536261178519666,-73.60754549503326
6151,Parthenais / Mont-Royal,45.536368888563324,-73.57141681015491
5005,St-Charles / St-Sylvestre,45.53637796305584,-73.51264223456383
6130,Sherbrooke / Frontenac,45.5367,-73.56081
6250,Marché Jean-Talon (Henri-Julien / Jean-Talon),45.53678525128436,-73.6148879583925
6249,Bélanger / St-Denis,45.53696,-73.61199
6258,Parc Père-Marquette (Chambord / Rosemont),45.53702583434782,-73.59316617250443
6167,Marquette / St-Grégoire,45.53703,-73.58584
6910,Boyer / Beaubien,45.537041,-73.602026
7027,Terrasse Guindon / Fullum,45.537114135456825,-73.56913894414902
6150,Messier / du Mont-Royal,45.53711414,-73.5710031
6262,de la Roche /  de Bellechasse,45.537159225331315,-73.59747648239136
5006,Collège Édouard-Montpetit,45.53722603812578,-73.49506705999374
6236,Laurier / de Bordeaux,45.53725879867612,-73.57917040586472
6127,Henri-Julien / de Castelnau,45.537877,-73.618323
6134,Gascon / Rachel,45.537964,-73.562643
7029,Cartier / Masson,45.53805998459642,-73.58337676181691
6255,Boyer / St-Zotique,45.53848,-73.60556
6265,Parthenais / St-Joseph,45.53854352327858,-73.5761334747076
6149,Chapleau / du Mont-Royal,45.53867,-73.56936
6260,Dandurand / Papineau,45.538699774322616,-73.58622193336485
6322,St-Dominique / Gounod,45.538737949470644,-73.62802147865295
6103,Lespérance / de Rouen,45.538799,-73.552496
6197,de Bordeaux / Masson,45.53898439552301,-73.5824453830719
6253,Berri / Jean-Talon,45.53903177583418,-73.614318180189
7035,Fullum / Gilford,45.53922374455291,-73.57383679656778
6002,Ste-Catherine / Dézéry,45.53929155936048,-73.54103073477745
6328,Henri-Julien / Villeray,45.539487469364325,-73.62355560064316
6323,Guizot / St-Laurent,45.53963159810423,-73.63444805145264
5004,St-Charles / Charlotte,45.539824,-73.508752
6327,Faillon / St-Denis,45.53982885720648,-73.62023502588272
6162,Fullum / St-Joseph,45.5398326,-73.57555881
6268,Chambord / Beaubien,45.539932183126695,-73.59934329986572
7064,Clark / de Liège,45.539983846015616,-73.6381347477436
6254,Boyer / Bélanger,45.54006,-73.60897
7061,Lajeunesse / de Castelnau,45.540396208099985,-73.61681789159775
6330,de Gaspé / Jarry,45.540780049797995,-73.63040059804916
6259,Dandurand / de Lorimier,45.540881,-73.584157
6393,Dézéry / Ontario,45.54111008519643,-73.54754984378815
6421,Cartier / Rosemont,45.54124722370603,-73.59104454517365
7063,Henri-Julien / Jarry,45.54140622907085,-73.63007068634033
6386,Métro Préfontaine (Moreau / Hochelaga),45.5414350841351,-73.55431437492369
6389,Boyer / Jean-Talon,45.541484,-73.612441
6022,Angus (Molson / William-Tremblay),45.54172920185872,-73.56549382209778
6329,Gounod / St-Denis,45.54181643887568,-73.62611174583435
6904,Fabre / Beaubien,45.542055,-73.597793
6734,Lajeunesse / Villeray (place Tapéo),45.54211889,-73.6225471
6332,de Gaspé / de Liège,45.54248521237199,-73.63634169101715
6264,Chabot / de Bellechasse,45.5425697477813,-73.59214425086974
7018,Joliette / Ste-Catherine,45.54286796890454,-73.53822447359562
6336,Faillon / St-Hubert,45.54297175887712,-73.61793905496597
6276,Chambord / Bélanger,45.54299336219576,-73.60637202858925
6331,Guizot / St-Denis,45.543347467582954,-73.632353246212
6270,Fabre / St-Zotique,45.54345172630376,-73.60101029276848
7065,de Lanaudière / Bélanger,45.54365085053057,-73.60565051436424
7020,St-Germain / Hochelaga,45.5436987529516,-73.55367332696915
